,Filename,Text
0,Test181.jpg,
1,Test239.jpg,ilearned this the hard way You either say how you feel and fuck it up orsay nothing and let it fuck you up instéad 
2,Test581.jpg,rere giinae ener ma erm to 28 dso orvpett Uannty tee Meret ns event Sere Pitchers erate
3,Test113.jpg,
4,Test105.jpg,
5,Test757.jpg,
6,Test2434.jpg, Noein Tae ang Saaearta FS CUA STATE TAAT A WOMAN SHOULD 907 26 COVEN FRIED TWAT DOCS NOT MIAN THAT WOMEN ARE TOE ACY AS SUVS BIT THEY ARE UKE CHULDRE STE DEMOUS WAVE NOW AECLECTEO Sec PRIUACTIONS AND TREY TRIAR THAT WOMEX 
7,Test835.jpg,E EES
8,Test234.jpg,
9,Test1884.jpg,5 yO ludicrous naive fri irrational interesting curiou eccentric bogus weak foolish goofy insipid absurd ridiculous annoying asinine pathetc yesterday surreal waek y 
10,Test3827.jpg,
11,Test903.jpg,
12,Test396.jpg,
13,Test661.jpg,
14,Test132.jpg,
15,Test3985.jpg,
16,Test2007.jpg,SU unvived BRRE LORD 
17,Test2049.jpg,
18,Test172.jpg,So you oppose ts because of ae Bible Uness you also try to outlaw 2Sheiee coded they 19 ididon please Shut ithe hell al 
19,Test179.jpg,spina pet mer mania ng et brn erland a ee tetra ine neh prt tng mht he phi aoe anerenn
20,Test941.jpg,
21,Test114.jpg,
22,Test1071.jpg,
23,Test3265.jpg,
24,Test237.jpg,
25,Test861.jpg,
26,Test228.jpg,
27,Test3706.jpg,where you fis world or the 1 eth love will find attend 0 eS ac weet Sea Sead END Star psn MS
28,Test3159.jpg, GAY CULTURE IS SURVIVING AND THRIVING SOME ACTIVISTS BELIEVE THE RECENT RISEN HOMOPHOBIC VIOLENCE MIGHT BE A GAUGE OF THE SUCCESS OF POSITIVE GAY TIMAGES 
29,Test761.jpg,ap you re halfway T ROOSEVELT 
30,Test811.jpg,aia i i g eins
31,Test353.jpg,What daatralght A aacaabestreight 
32,Test929.jpg,Inspiring and Positive Quotes 3
33,Test614.jpg, learned compassion from being ciscriminatec against everything that s ever happened to me has tauglvt me compassion ELLEN DEGENERES
34,Test374.jpg,
35,Test3118.jpg,
36,Test2616.jpg,
37,Test2114.jpg,
38,Test937.jpg,you ares SLOVABLE SWORTHY SENOUGH BRAVE 
39,Test233.jpg,
40,Test490.jpg,ACCEPTANCE OF YOURSELF IS FAR MORE IMPORTANT ACCEPTANCE FROM OTHERS 
41,Test942.jpg,
42,Test422.jpg,
43,Test201.jpg,
44,Test165.jpg, ia swat Diss eat
45,Test1776-min.jpg,os aes siayate oh oe so apts eR lia MAM
46,Test243.jpg,
47,Test122.jpg,
48,Test1199.jpg,Do you realize whaft you say When you say ly gay isu lays has a negative connotation Which it should nott OU Gl r miéans brightly colored happy andor homosexual Ll t ANWovING STUPID FOOLISH PATHETICs LUDICROUS IRRATIONAL cURIOUS WACHYSSURREAL ECCEMTRIC WEAK BOGUS RIDICULOUS FRIVOLOUS CHILDISH ABSURD AWHWARD OR FREAKY CROOSE A WORD WHICH MEANS WHAT YOU MEAN TO SAV AT S ONLY THE SMART THING TO DO 
49,Test191.jpg,ged setae Aguas 2 iEveryone add my new Siapchat bey or comment names below I be posting positive quotes every day Igbtpride loveislove Igbt trans transmatter transgender transgirl transmale lesbian lesbiansex gaypride gay bi bisexualpride bisexual bipride aseXtial asextialptide Pansexualpride pansexual protecttranskids pride swag ftm tf
50,Test3798.jpg,
51,Test192.jpg,
52,Test1767.jpg,
53,Test833.jpg,ie os HATE Tv was icausepa Lor OF PROBE us IN ais WORED BUT IS HAS NOT SOLVED ONE YET Mava Ancrrou
54,Test644.jpg, WEORONOR SECIS UPD GOHSOHORG OOETA
55,Test133.jpg,
56,Test527.jpg,Gay pride or LGBT pride is the positive stance against iminiation and violence toward lesbian gay ibisextral and transgender LGBT people to promote zit eae equal rights increase and
57,Test3177.jpg,
58,Test912.jpg,
59,Test3024.jpg,
60,Test789.jpg,
